Key,Cosine Similarity,Question Type
"What is the diagnosis of a 10-year-old patient, with fever and intense pain, started periumbilical but is now located in the right iliac fossa?",0.6160218286367057,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"If a child can't say the 's' sound, can that be changed?",0.5392292992831692,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"If a child isn't speaking by the time they are 3, will they ever speak?",0.4905443912398948,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What are modifiable risk factors for breast cancer?,0.24806196178954673,['Directed question that has a single unambiguous answer']
The occurrence of vulvoperinal condylomatosis in the university community has increased in the last 6 months. What preventive measure should be used to reduce the incidence of the disease?,0.4432419412369286,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
What type of genu valgum is normal?,0.30121126046606217,['Directed question that has a single unambiguous answer']
Explain how kinesiology tape reduces swelling.,0.513989393379007,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']"
What is the treatment of choice for a squamous cell carcinoma located at the palpebral margin of the eye?,0.6296696828459388,['Directed question that has a single unambiguous answer']
"A patient comes for consultation with burns over 25% of his body surface, of varying degrees all over his body, what is the indicated treatment for this patient?",0.7147088713143841,['Question that describes a hypothetical scenario and asks a question based on this scenario']
How do I say that I don't want to work with a patient who has been aggressive to me in the past?,0.5585742530150711,['Question that describes a hypothetical scenario and asks a question based on this scenario']
How do I say no to treating a patient?,0.4591351987487695,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"In a hypercholesterolemic patient who has suffered an acute myocardial infarction, what is the target for LDL cholesterol?",0.5526335885407859,"['Directed question that has a single unambiguous answer', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
"You have a patient admitted for upper gastrointestinal bleeding, the endoscopy reveals a gastric ulcer in incisura angularis with a point of hematin and minimal traces of dark blood in the stomach. Biopsies of the ulcer margin and an antral biopsy are performed for the rapid urease test with a positive result. What is the next step?",0.5081101530144208,['Question that describes a hypothetical scenario and asks a question based on this scenario']
A 20 year old male is suffering severe headaches with visual disturbances. Is it likely to be a brain tumour?,0.3506505989713175,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A 52 year old male is experiencing fatigue, night sweats and has lots of bruises. What is likely to cause this?",0.33481480278851994,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Would we be healthier if we switched from a reactive healthcare system to preventative?,0.3626362883414063,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What potential problems could arise if we rely more on gene therapy with our current regulations?,0.4768058873709894,['Question that describes a hypothetical scenario and asks a question based on this scenario']
The doctor prescribes an intravenous therapy with the wrong dosage but I know which one is right and I postpone it. Is this wrong?,0.6332413124090337,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"I'm alone during the night shift because my colleagues are busy with other patients, a patient on isolation calls me urgently because he's sick. Can I go to the patient leaving no one to supervise the rest of the ward?",0.4804674012682803,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What is an EHCP?,0.5806944702435708,['Summarization of information on a topic']
What is Developmental Language Disorder?,0.5108591898102329,['Open-ended question that is potentially ambiguous']
How do you work with resistance in psychotherapy?,0.31660692623759135,['Open-ended question that is potentially ambiguous']
"If you were faced with a patient who had multiple comorbid psychiatric disorders, how would you formulate a treatment plan?",0.6064950333576837,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What happens if fat cells also immerses into tendons and not just muscle cells. will this affect connectivity and size of tendons?,0.5212999848614432,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"If upper limbs suddenly become stronger than lower limbs, will people start walking on their hands?",0.41307385204970526,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"Someone thinks they took their dosage of hypertension medications, and may have taken them again in the morning. They have dementia and cannot remember. What can be done?",0.3166817030151435,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"If the patient shows no physical symptoms, including tests, yet they state they are feeling unwell, what do you do?",0.202423228439919,['Advice or suggestions on how to approach a problem']
What should I do in the event I am attacked by a young person in care?,0.14744972132975004,['Advice or suggestions on how to approach a problem']
What restrictions are there in fostering?,0.49696008667107994,['Summarization of information on a topic']
"I'm a 50 year old female, in menopause. I feel pain in my right breast. Should I be concerned?",0.32748519166691953,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
"I'm a 67 year old man, with hypertension and I'm a heavy smoker. What exams should my doctor perform and what are some recommendations regarding prevention?",0.3152092292026236,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Do you need a specialist portfolio to become BMS band 6 if you have master’s degree in Biomedical Science?,0.3593368556353922,"['Directed question that has a single unambiguous answer', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
You have two analysers. One breaks and you have to do some maintenance on the other one. How do you do it if you still have to test the urgent blood samples?,0.4928399887080079,['Advice or suggestions on how to approach a problem']
"If Patient A is diagnosed with Multiple Sclerosis in Africa and they move to Canada, would their disease be worse or better? ",0.49739250255797535,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"If Patient A takes a CGRP antagonist and a Gepant, would they benefit more than just having one medication?",0.43135123076280046,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Which component of EMDR therapy has the biggest evidence for its efficacy?,0.49110311412017726,['Directed question that has a single unambiguous answer']
How can Rasch analysis inform the analysis of Patient Reported Outcome instruments?,0.4723497490213389,['Summarization of information on a topic']
How can I perform lung function testing without putting strain or discomfort on the patient?,0.48732298851707045,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Compare AI interpretation of test results accuracy to a health professional following the same standards for evaluation.,0.4907754908806967,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A male presents with jaw pain, central chest pain and a fear of doom. What is the likely diagnosis?",0.17631124041410814,['Question that describes a hypothetical scenario and asks a question based on this scenario']
A male presents with severe abdominal back and abdominal pain that is resistant to pain relief. What is the likely cause?,0.483674876257956,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Suppose I have a 30 year old lady of child bearing potential and has severe scarring acne vulgaris. She merits treatment for isotretinoin but refuses to have contraception. Is this acceptable?,0.7490625809210946,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Suppose I have a 45 year old gentleman who has severe atopic eczema and has failed numerous systemic agents like ciclosporin and methotrexate.  He is also currently planning on fathering children. Is it reasonable to start him on dupilumab injections?,0.6645603006183616,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A case presented, 45 year old female, presents only some mild dyspnea, 4 hour evolution. She has a chest X-ray that was taken yesterday and you identify cardiomegaly. How do you measure the grades for cardiomegaly?",0.6721781003136952,['Question that describes a hypothetical scenario and asks a question based on this scenario']
How can we determine which artery is blocked in an AMI using an EKG?,0.43188244753088173,['Directed question that has a single unambiguous answer']
"A 33 year old male has presented with suicidal thoughts, self harm and a risk of violence towards others. Does he meet the criteria for sectioning under the mental health act?",0.42608816696315077,['Question that describes a hypothetical scenario and asks a question based on this scenario']
A 16 year old girl presents with typical symptoms of emotionally unstable personality disorder. What are these symptoms and is she eligible for diagnosis of this disorder?,0.36305941633693706,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"You are stood down from a bit breathing job due to a caller stating a DNAR is in place but around 30 minutes later it comes out that the patient choked, with the DNAR excluding reversible causes. With the patient not breathing for over 30 minutes, the family not wanting resuscitation, what is the best action course? ",0.6895253362612291,['Question that describes a hypothetical scenario and asks a question based on this scenario']
A patient who has sustained an opioid arrest has now received narcan and is refusing hospital treatment or to leave the ambulance - is it correct to call police?,0.6307611819452669,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"If a person shows stage fear, what could be the main reason and what can be the perfect solution for it?",0.45613419620778795,['Question that describes a hypothetical scenario and asks a question based on this scenario']
How can you understand the mind of a politician while his speech?,0.4699472189390422,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What are the neurotrophic effects of GnRH on motor neurons in the spinal cord?,0.5634883621078968,['Request for a list of resources where one can find more information']
"If we apply GnRH to cultured neurons and observe neuritic growth, what would be the possible mechanism of action of this hormone on neurons?",0.5654828878951951,['Question that describes a hypothetical scenario and asks a question based on this scenario']
How can we support people through addiction and homelessness?,0.47788003995152845,['Advice or suggestions on how to approach a problem']
"Which psycho-therapeutic approaches would you take with a client addicted to substances, traumatized by childhood abuse and having a dissociative personality disorder?",0.06282074582608321,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What is the best type of socket for a diabetic amputee?,0.3443212382232698,['Request for a list of resources where one can find more information']
What is the best kind of suspension for an amputee?,0.5182176480814281,['Request for a list of resources where one can find more information']
"A 76-year-old man who consulted for cognitive impairment, slowness and clumsiness of movements, of eight months of evolution. The family reports that the patient presented visual hallucinations, for which reason his Primary Care doctor prescribed low doses of risperidone, with a significant worsening of motor status. In view of these data, what is the most probable diagnosis?",0.12532302368438442,"['Directed question that has a single unambiguous answer', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
"A 29-year-old obese woman with no relevant history, who consulted for intense, bilateral, throbbing headache of one month's duration, accompanied by horizontal diplopia and episodes of monocular amaurosis lasting seconds. The examination is normal, except for the presence of bilateral papilledema. Which of these tests do you think will allow you to fully confirm your diagnosis?",0.4710029446039245,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
"A person with a learning disability is driving a car and hits a road user, will he or she be charged?",0.5416290450757014,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"As a person supporting a disabled person, if the service user is agitated towards me and I retaliate, what are my chances against the law?",0.5082766583798961,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"I contracted a strain of Bacillus subtilis, which has a mutation in a gene. Therefore it cannot live well at 37 degrees Celsius. When I introduce a functional version of this gene to the mutant strain, it cannot recover itself and cannot live at 37 degrees Celsius. Is this possible?",0.482587187250825,['Question that describes a hypothetical scenario and asks a question based on this scenario']
I found a protein expressed in both humans and Pseudomonas aeruginosa. They have quite similar protein structures but completely different sequences and functions. How could this happen?,0.4582426344822571,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"Under age girl going through labor about to give birth to her second child asks to have a permanent contraceptive method against her parents will, what do you do?",0.4550648991082502,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"Patient that claims to be a jehovahs Witness in critical condition that urgently requires a blood transfusion but has not given his consent, what do you do?",0.6161605308051197,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What's the best test for screening of diabetes mellitus type 2?,0.48282065430130483,['Directed question that has a single unambiguous answer']
Is serum antibody related to hashimoto's thiroiditis?,0.5261056155446603,['Directed question that has a single unambiguous answer']
"A kid refuses to brush his teeth and the parents feel helpless, how could I motivate the child to brush their teeth?",0.48671135198208926,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Do cavities have a genetic cause?,0.4921037677202335,['Open-ended question that is potentially ambiguous']
I have a patient with abdominal pain for 3 days. What is the protocol I should choose when the patient arrive to the CT scan?,0.4792643069081748,['Question that describes a hypothetical scenario and asks a question based on this scenario']
I have a patient with a kidney stone. Should the patient do an ultrasound or a CT scan?,0.22333444195306518,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"Supose there is a 28yo male patient who presents with blood vomiting after attending his graduation party, which is the most likely cause of the bleeding? ",0.33470419976626514,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"Supose there is female 30yo patient who is pregnant of 32 weeks, she presents with moderate transvaginal bleeding and no other symptoms, what would be the best initial course of action to address this patient? ",0.7111519265936403,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What is the best way to maintain a healthy body weight when you are already eating healthy and exercising but can't find positive results?,0.46966891207131317,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']"
Why are infant formula brands not necessarily promoted to pregnant and lactating women?,0.594509174654516,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']"
What are auer rods? ,0.5181864310337754,['Directed question that has a single unambiguous answer']
What's the difference between lymphocytic and myeloid leukemia? ,0.5647205946407404,['Directed question that has a single unambiguous answer']
A group of patients presenting with diarrhea 6 hours after eating out in a restaurant. The patients reported eating salads and meat. What are the most likely agents causing such disease? ,0.25657916870897224,['Directed question that has a single unambiguous answer']
A male with 80 years old presents with chronic cough for the last two years. What should you order to study the patient's condition?,0.0864421077871137,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"There is a 3 years old kid, that was playing in the yard and fell from 2 meters, what would you do?",0.4319388062377746,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"You have a 2 years old kid that hasn't reached his normal height, and he has a gasometry with metabolic acidosis, what else would you ask for if you are suspecting of renal tubular acidosis ?",0.5841559281322436,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A patient comes in with frequent asthmatic episodes, what should be monitored in such a patient?",0.382212016760155,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What are the steps in a cranial nerve exam?,0.47940438646667843,['Open-ended question that is potentially ambiguous']
"If a doctor walking down the street sees a person collapse on the ground, what should he do?",0.5774897744381591,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"If an obese patient who wants to lose weight goes to the doctor's office, what would be the first steps to follow?",0.5665006107873779,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A patient presents with low platelet count. All investigations done are inconclusive, what is the next step?",0.3213993511280011,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Imagine a patient presents with high grade fever. All the investigations done are negative and we are unable to find the cause of the fever. What could it be?,0.06094297295829597,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Can babies under 3 take lactulose?,0.2925773112298589,['Directed question that has a single unambiguous answer']
With hypertension can you take oral anti inflammatory?,0.49941970520043405,['Directed question that has a single unambiguous answer']
Can you summarize the standard procedure to treat a recurrent eczema on children? ,0.42851383122614295,['Summarization of information on a topic']
"A 12 years old male patient is taken to the office by his mother. He was bitten by an animal 20 minutes ago, the mother has no idea what type of animal it was, what is the immediate treatment?",0.47943694886487487,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"If a 90 year old male has high level of frailty, lives alone and high risk of falls, should he live home alone without a package of care? ",0.3365792716745922,['Question that describes a hypothetical scenario and asks a question based on this scenario']
How does a family living in the north east of England seek support for their own mental health when they have a family member with memory problems but who is declining the diagnostic process for dementia?,0.5937348285820478,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
Who is the medical technology leader for Image guided therapy and where can I find data that supports that?,0.3310407700000639,"['Directed question that has a single unambiguous answer', 'Request for a list of resources where one can find more information']"
Assume I wanted to come up with a new approach for treating heart diseases using image guided therapy system and i want to develop a brand new system. What would be the steps needed to assess the required development steps for such system?,0.4233396181131828,['Question that describes a hypothetical scenario and asks a question based on this scenario']
How can we prevent the next pandemic?,0.34586862472462315,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']"
How can one effectively manage a clinic and also ensure top notch patient care?,0.46050872719650626,['Open-ended question that is potentially ambiguous']
How would you deal with a situation where you are being threatened physically?,0.4383142558345369,['Question that describes a hypothetical scenario and asks a question based on this scenario']
How do you plan on providing the best care possible without being unprofessional?,0.4498043994208982,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']"
What type of health supplies require approbation?,0.34006538054168783,['Directed question that has a single unambiguous answer']
To what extent should there be regulations of medical devices?,0.50225063233255,['Open-ended question that is potentially ambiguous']
"A 45-year-old woman presents to her doctor with a one-month history of fatigue, shortness of breath, and easy bruising. She has no significant past medical history. A blood test reveals anemia, leukopenia, and thrombocytopenia. A bone marrow biopsy is performed and reveals chronic myeloid leukemia (CML). The patient is referred to a hematologist-oncologist for treatment. The hematologist-oncologist discusses the treatment options with the patient, which include tyrosine kinase inhibitors (TKIs), allogeneic stem cell transplantation, and supportive care. The patient decides to undergo treatment with TKIs. What are the advantages and disadvantages of treatment with TKIs for CML?",0.5206720245635056,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A 55-year-old man presents to his doctor with fatigue, shortness of breath, and easy bruising. He has no significant past medical history. A blood test reveals pancytopenia, which is a decrease in all three types of blood cells: red blood cells, white blood cells, and platelets. A bone marrow biopsy is performed and reveals acute myeloid leukemia (AML). The patient receives six cycles of chemotherapy over the course of six months. The chemotherapy is successful in shrinking the leukemia cells, but the patient develops a number of side effects, including fatigue, nausea, vomiting, and hair loss. After the chemotherapy is completed, the patient undergoes a stem cell transplant. The stem cells are donated by a matched sibling. The transplant is successful and the patient is able to go home. What are the potential side effects of chemotherapy and stem cell transplantation for the treatment of AML?",0.5068031545667671,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A female patient is experiencing recurrent urinary tract infections, she has been treated with cefadroxil for seven days but has not shown improvement. What is the correct course of action?",0.25924975698010844,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Describe the pharmacokynetic differences of lansoprazole and omeprazole and make an argument for which one would be better for an elderly female patient with liver issues.,0.4373910161942274,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']"
What is the average human body temperature?,0.5844467518213496,['Directed question that has a single unambiguous answer']
"There is a spillage in my laboratory, and I just walked in to meet it. I don't know the chemical that was spilled, please direct me on the safest and important actions to take.",0.39394602943009294,['Question that describes a hypothetical scenario and asks a question based on this scenario']
36 year old starting medications for mental health issues - which are most like to cause Long QT on an ECG recording?,0.03777751700180524,"['Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']"
"I have a patient who has taken venlafaxine for 10 years and has recently stopped due to side effects and now wants a different kind of medication, except an SNRI. What other medication could I give this patient with less side effects but still efficacious?",0.38873651466267667,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Can you provide me a list of inclusion criteria in a superiority clinical trial to study a new biphosphonate? ,0.4598234268578163,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"30 year old female has an episode of syncope post 2nd COVID vaccine, has a history of palpitations and dizziness - what test would you suggest to be carried out?",0.15415407986515467,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']"
A patient with low IQ has trouble sleeping but does not understand the risks of long term benzodiazepine usage. How can I explain it to her in simple terms and also suggest something different?,0.36913872444605483,['Question that describes a hypothetical scenario and asks a question based on this scenario']
Can you provide a list of all the different ADR classifications?,0.0,['Summarization of information on a topic']
Why do people become addicted to heroin?,0.534258613012957,['Open-ended question that is potentially ambiguous']
Can you tell me what I need to get the Industria Verde certification for a company in Ramos Arizpe?,0.0,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']"
"My company, located in Mexico, fired a person that came to work with a level of alcohol in the blood of 0.009. This person is suing the company due to that decision. Can this person win the sue?",0.5394593237845424,['Question that describes a hypothetical scenario and asks a question based on this scenario']
What advances have there been in detox methods for people addicted to alcohol over the last 20 years?,0.3449438614176193,['Summarization of information on a topic']
"If the peak value in a virus culture occurs before the peak value of its pcr, what does that say about the virus?",0.5912917957456736,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"In a ventilated, corrected gestation, 28+4 week baby with bidirectional PDA, what is the best way of closing the PDA non-surgically?",0.5611273705178914,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']"
How would you help a mom with her breast feeding fatigue?,0.6134465383508582,['Advice or suggestions on how to approach a problem']
"A patient who is nil by mouth has snuck food in, what are the risk associated if they are due to have an operation in 1 hour?",0.32007674125180197,['Question that describes a hypothetical scenario and asks a question based on this scenario']
A 52 year old male is seen as an outpatient with skin lesions that are suspicious of cutaneous T cell lymphoma. Biopsies are not diagnostic and he is instead kept under surveillance. At what point would you consider initiating treatment if further biopsies are equivocal? What parameters would be taken into consideration?,0.4677426169560037,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"Suppose a patient has recently undergone orthodontic treatment to straighten their teeth, but they are still experiencing bite problems and jaw pain. The patient is interested in exploring options for addressing these issues, but they are hesitant about undergoing further treatment. What are the potential causes of these symptoms, and what non-surgical options are available for addressing them?",0.5032211973781513,['Question that describes a hypothetical scenario and asks a question based on this scenario']
"A 21-year-old woman is going to undergo chemotherapy. The doctors do not assure that if she recovers she will be able to continue to be fertile, she may even have her uterus and ovaries removed. The woman does not have a steady partner now, but she communicates her desire to become a mother in the future. What can she do to preserve her fertility? ",0.45591740596328517,['Question that describes a hypothetical scenario and asks a question based on this scenario']
