question,Smooth_Bleu_Score,question_types,specific_field
"A 65 year old man shows up in the ER with abdominal pain around the center of the tummy, a general feeling of unwellness and  high temperature of 38C or more (fever), what biochemical markers would you recommend for diagnosis and why?",0.0731018592313205,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Biochemistry
What is the worst case scenario for filler procedure?,0.0899986169475119,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Aesthetic
What are allergic reactions and what can you do about them?,0.0700513251124144,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Aesthetic
Consider a scenario where a patient presents with symptoms of both bipolar disorder and borderline personality disorder. How can clinicians accurately differentiate between the two conditions?,0.1240012712102333,"['Directed question that has a single unambiguous answer', 'Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",psychiatrist
Picture a situation where a patient with a history of severe anxiety disorder experiences a sudden loss of a loved one. How can clinicians effectively assess and manage the potential exacerbation of anxiety symptoms during the grieving process?,0.0818863864253729,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",psychiatrist
Antibiotics are usually given to patients who have a bacterial or fungal infection. What about those diseases that are usually caused by a virus?,0.0138903377633726,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Biomedical technologist
HIV is a viral infection. Describe ways in which one can protect themselves from this virus.,0.1174736771303626,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Biomedical technologist
You are understaffed and short in resources and work in trauma how will you determine who gets what and who is referred to another hospital where they would have to go on another queue?,0.0090172559425331,['Question that describes a hypothetical scenario and asks a question based on this scenario'],registered nurse in trauma
How do you deal with hospital rules that can work against your patient if you let your yourself be emotional invested in them an their story?,0.0151976343391043,['Question that describes a hypothetical scenario and asks a question based on this scenario'],registered nurse in trauma
I have a patient who has prolactin levels 10 times higher than normal but does not have any other altered hormone profile and does not present obvious symptoms. What will be a possible diagnosis?,0.0239599978164147,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Virologist
"I have a patient with rosacea and severe acne, without any other symptoms, conventional treatments have not given results, what other treatment option could be taken?",0.0101657983301367,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Virologist
"A 65 year-old woman presents with acute paresthesic pain in her left temple and cheek, suggestive of trigeminal nevralgia. She is already taking carbamazepine because of a personal history of epilepsy. Should the dose of carbamazepine be increased to try and control the pain, or should she be prescribed a different medication for pain control?",0.0508876282694306,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Family Medicine
"A 68 year-old male with resistant hypertension is already medicated with perindopril, indapamide, amlodipine, bisoprolol and rilmenidine at full dose, yet his blood pressure continues to be too high in the ABMP exam. He is asymptomatic. What should the approach be towards this patient's hypertension?",0.0049385129655513,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Family Medicine
What are the best treatment options for chest infection in patients with penicillin allergy?,0.0092494449240229,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Pharmacy
How would you approach a request to prescribe valproate in women of child bearing age?,0.0315469212139503,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Pharmacy
"In the field relying on brain psychology, how do they know when the hypothesis is going to give a good result?",0.0052366971647982,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Sales rep in medicines
"The type of drug used for insomnia require prolonged use of them, can't it be solved using psychiatric scans and helmets used to read brain neurons?",0.0095390109915283,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']",Sales rep in medicines
What are the newly invented medical interventions and treatments provided in an intensive care unit (ICU)?,0.0657811747504708,['Open-ended question that is potentially ambiguous'],Intensive Care
Many research show that Advanced Nurses Practitioners are more successful in their practice in intensive care. What is your thinking regarding the causes of this?,0.0083770252869338,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Intensive Care
What are the possible areas of brain injury in a patient that has difficulty identifying a keychain visually?,0.0572584304672026,"['Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario']","Biomedical Research, Nursing"
How would you determine the most effective treatment in a resistant infection?,0.0697243589018667,['Question that describes a hypothetical scenario and asks a question based on this scenario'],"Biomedical Research, Nursing"
"A patient has high blood pressure reading everytime they go to a doctor's appointment, still the patient claims that when they are at home their blood pressure is always normal. How can we verify if this is true adn what would this mean?",0.1580163278778318,['Question that describes a hypothetical scenario and asks a question based on this scenario'],General
"A patient suffers from diabetes, they were instructed to take insulin everyday for that, even when the patient has been taking the insulin as instructed the blood sugar levels keep increasing. What could be the reason for this?",0.0597452519924248,['Question that describes a hypothetical scenario and asks a question based on this scenario'],General
What first-line tests would you request for the management of sarcoidosis?,0.1271513006202701,['Summarization of information on a topic'],Generalist physician
"A middle-aged woman starts experiencing a persistent dry cough, fatigue, and shortness of breath. Over time, she also develops skin rashes, swollen lymph nodes, and joint pain. What differential diagnosis could you propose? ",0.0031597312390936,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Generalist physician
Are HPV-16 and HPV-18 the most common carcinogenic types?,0.140765336900424,['Directed question that has a single unambiguous answer'],Chemistry in the clinical area
What is the most effective contraceptive method to avoid any type of sexually transmitted disease?,0.2019769070330427,['Advice or suggestions on how to approach a problem'],Chemistry in the clinical area
"If a new pandemic arises, do you think that medical technologies and clinical research could have a new therapy against this ""hypothetical"" pandemic on-time?",0.024273996807928,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Clinical Research
What is the outstanding role of advanced technologies used in Monitoring of clinical trials?,0.0664936434833559,"['Summarization of information on a topic', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Clinical Research
"A patient with HIV goes to your clinic and you ask for a blood test, what kind of cells are affected?",0.0055559843076757,['Question that describes a hypothetical scenario and asks a question based on this scenario'],General Medicine 
"What is the diagnosis of a 10-year-old patient, with fever and intense pain, started periumbilical but is now located in the right iliac fossa?",0.2037246216722266,['Question that describes a hypothetical scenario and asks a question based on this scenario'],General Medicine 
"If a child can't say the 's' sound, can that be changed?",0.1277877864222908,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Speech and Language Therapy - children's therapy
"If a child isn't speaking by the time they are 3, will they ever speak?",0.0983847620063096,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Speech and Language Therapy - children's therapy
What are modifiable risk factors for breast cancer?,0.0812035126590609,['Directed question that has a single unambiguous answer'],General medicine 
The occurrence of vulvoperinal condylomatosis in the university community has increased in the last 6 months. What preventive measure should be used to reduce the incidence of the disease?,0.0880513533342934,"['Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",General medicine 
What type of genu valgum is normal?,0.0746862078011069,['Directed question that has a single unambiguous answer'],Orthopedics and Physiotherapist
Explain how kinesiology tape reduces swelling.,0.1063406020023817,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']",Orthopedics and Physiotherapist
What is the treatment of choice for a squamous cell carcinoma located at the palpebral margin of the eye?,0.2704655949104223,['Directed question that has a single unambiguous answer'],Surgeon
"A patient comes for consultation with burns over 25% of his body surface, of varying degrees all over his body, what is the indicated treatment for this patient?",0.0279022045332033,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Surgeon
How do I say that I don't want to work with a patient who has been aggressive to me in the past?,0.14857144232206,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychology
How do I say no to treating a patient?,0.0640158864083743,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychology
"In a hypercholesterolemic patient who has suffered an acute myocardial infarction, what is the target for LDL cholesterol?",0.1466898171386773,"['Directed question that has a single unambiguous answer', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",General medicine
"You have a patient admitted for upper gastrointestinal bleeding, the endoscopy reveals a gastric ulcer in incisura angularis with a point of hematin and minimal traces of dark blood in the stomach. Biopsies of the ulcer margin and an antral biopsy are performed for the rapid urease test with a positive result. What is the next step?",0.022541739589083,['Question that describes a hypothetical scenario and asks a question based on this scenario'],General medicine
A 20 year old male is suffering severe headaches with visual disturbances. Is it likely to be a brain tumour?,0.0132218169308605,['Question that describes a hypothetical scenario and asks a question based on this scenario'],oncology
"A 52 year old male is experiencing fatigue, night sweats and has lots of bruises. What is likely to cause this?",0.0612591319571359,['Question that describes a hypothetical scenario and asks a question based on this scenario'],oncology
Would we be healthier if we switched from a reactive healthcare system to preventative?,0.0768577272205436,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Biochemistry
What potential problems could arise if we rely more on gene therapy with our current regulations?,0.1145954464238752,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Biochemistry
The doctor prescribes an intravenous therapy with the wrong dosage but I know which one is right and I postpone it. Is this wrong?,0.0802839725709603,['Question that describes a hypothetical scenario and asks a question based on this scenario'],nurse 
"I'm alone during the night shift because my colleagues are busy with other patients, a patient on isolation calls me urgently because he's sick. Can I go to the patient leaving no one to supervise the rest of the ward?",0.0503286132083178,['Question that describes a hypothetical scenario and asks a question based on this scenario'],nurse 
What is an EHCP?,0.0603249074133783,['Summarization of information on a topic'],Speech and Language Therapy
What is Developmental Language Disorder?,0.0956282312258392,['Open-ended question that is potentially ambiguous'],Speech and Language Therapy
How do you work with resistance in psychotherapy?,0.0185107712463866,['Open-ended question that is potentially ambiguous'],Clinical Psychology
"If you were faced with a patient who had multiple comorbid psychiatric disorders, how would you formulate a treatment plan?",0.1039067840183448,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Clinical Psychology
What happens if fat cells also immerses into tendons and not just muscle cells. will this affect connectivity and size of tendons?,0.0558340975429023,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Physiotherapy
"If upper limbs suddenly become stronger than lower limbs, will people start walking on their hands?",0.0467126589616936,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Physiotherapy
"Someone thinks they took their dosage of hypertension medications, and may have taken them again in the morning. They have dementia and cannot remember. What can be done?",0.0097451566115772,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Dispensery
"If the patient shows no physical symptoms, including tests, yet they state they are feeling unwell, what do you do?",0.0077646173702511,['Advice or suggestions on how to approach a problem'],Dispensery
What should I do in the event I am attacked by a young person in care?,0.0058486416380338,['Advice or suggestions on how to approach a problem'],Care worker
What restrictions are there in fostering?,0.0138139693636691,['Summarization of information on a topic'],Care worker
"I'm a 50 year old female, in menopause. I feel pain in my right breast. Should I be concerned?",0.038961800242051,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Family Medicine 
"I'm a 67 year old man, with hypertension and I'm a heavy smoker. What exams should my doctor perform and what are some recommendations regarding prevention?",0.0052140999440538,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Family Medicine 
Do you need a specialist portfolio to become BMS band 6 if you have master’s degree in Biomedical Science?,0.0332449527548416,"['Directed question that has a single unambiguous answer', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Biomedical Science 
You have two analysers. One breaks and you have to do some maintenance on the other one. How do you do it if you still have to test the urgent blood samples?,0.0147029451256091,['Advice or suggestions on how to approach a problem'],Biomedical Science 
"If Patient A is diagnosed with Multiple Sclerosis in Africa and they move to Canada, would their disease be worse or better? ",0.0872380755586116,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Neurology 
"If Patient A takes a CGRP antagonist and a Gepant, would they benefit more than just having one medication?",0.0399607244565842,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Neurology 
Which component of EMDR therapy has the biggest evidence for its efficacy?,0.0627291186082019,['Directed question that has a single unambiguous answer'],Pharmaceutical industry
How can Rasch analysis inform the analysis of Patient Reported Outcome instruments?,0.0533009140569193,['Summarization of information on a topic'],Pharmaceutical industry
How can I perform lung function testing without putting strain or discomfort on the patient?,0.0855624304071445,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Biomedical engineering. Main area of work is developing primary health care equipment.
Compare AI interpretation of test results accuracy to a health professional following the same standards for evaluation.,0.0135826383763793,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Biomedical engineering. Main area of work is developing primary health care equipment.
"A male presents with jaw pain, central chest pain and a fear of doom. What is the likely diagnosis?",0.0142205686431591,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Critical care
A male presents with severe abdominal back and abdominal pain that is resistant to pain relief. What is the likely cause?,0.0696133947933079,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Critical care
Suppose I have a 30 year old lady of child bearing potential and has severe scarring acne vulgaris. She merits treatment for isotretinoin but refuses to have contraception. Is this acceptable?,0.1365747953653625,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Dermatology
Suppose I have a 45 year old gentleman who has severe atopic eczema and has failed numerous systemic agents like ciclosporin and methotrexate.  He is also currently planning on fathering children. Is it reasonable to start him on dupilumab injections?,0.0992351055005065,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Dermatology
"A case presented, 45 year old female, presents only some mild dyspnea, 4 hour evolution. She has a chest X-ray that was taken yesterday and you identify cardiomegaly. How do you measure the grades for cardiomegaly?",0.0550954156106352,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Cardiology
How can we determine which artery is blocked in an AMI using an EKG?,0.0592983404306847,['Directed question that has a single unambiguous answer'],Cardiology
"A 33 year old male has presented with suicidal thoughts, self harm and a risk of violence towards others. Does he meet the criteria for sectioning under the mental health act?",0.0236106931295994,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychiatric Healthcare
A 16 year old girl presents with typical symptoms of emotionally unstable personality disorder. What are these symptoms and is she eligible for diagnosis of this disorder?,0.0236274051899165,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychiatric Healthcare
"You are stood down from a bit breathing job due to a caller stating a DNAR is in place but around 30 minutes later it comes out that the patient choked, with the DNAR excluding reversible causes. With the patient not breathing for over 30 minutes, the family not wanting resuscitation, what is the best action course? ",0.0589454266909138,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Ambulance 
A patient who has sustained an opioid arrest has now received narcan and is refusing hospital treatment or to leave the ambulance - is it correct to call police?,0.1571180673232649,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Ambulance 
"If a person shows stage fear, what could be the main reason and what can be the perfect solution for it?",0.0870121149855791,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Care home
How can you understand the mind of a politician while his speech?,0.0502900466356121,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Care home
What are the neurotrophic effects of GnRH on motor neurons in the spinal cord?,0.0997246887916181,['Request for a list of resources where one can find more information'],Neuroscience researcher
"If we apply GnRH to cultured neurons and observe neuritic growth, what would be the possible mechanism of action of this hormone on neurons?",0.1217321018606527,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Neuroscience researcher
How can we support people through addiction and homelessness?,0.0620839280964382,['Advice or suggestions on how to approach a problem'],Psychotherapy
"Which psycho-therapeutic approaches would you take with a client addicted to substances, traumatized by childhood abuse and having a dissociative personality disorder?",0.0011823795226754,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychotherapy
What is the best type of socket for a diabetic amputee?,0.1032631650921284,['Request for a list of resources where one can find more information'],Prosthetists
What is the best kind of suspension for an amputee?,0.1560581535625552,['Request for a list of resources where one can find more information'],Prosthetists
"A 76-year-old man who consulted for cognitive impairment, slowness and clumsiness of movements, of eight months of evolution. The family reports that the patient presented visual hallucinations, for which reason his Primary Care doctor prescribed low doses of risperidone, with a significant worsening of motor status. In view of these data, what is the most probable diagnosis?",0.0019918751281648,"['Directed question that has a single unambiguous answer', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Neurology
"A 29-year-old obese woman with no relevant history, who consulted for intense, bilateral, throbbing headache of one month's duration, accompanied by horizontal diplopia and episodes of monocular amaurosis lasting seconds. The examination is normal, except for the presence of bilateral papilledema. Which of these tests do you think will allow you to fully confirm your diagnosis?",0.1169966982370744,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Neurology
"A person with a learning disability is driving a car and hits a road user, will he or she be charged?",0.1360369899639956,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Learning Disabilities
"As a person supporting a disabled person, if the service user is agitated towards me and I retaliate, what are my chances against the law?",0.1598467826176113,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Learning Disabilities
"I contracted a strain of Bacillus subtilis, which has a mutation in a gene. Therefore it cannot live well at 37 degrees Celsius. When I introduce a functional version of this gene to the mutant strain, it cannot recover itself and cannot live at 37 degrees Celsius. Is this possible?",0.1368452457597351,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Molecular Microbiology
I found a protein expressed in both humans and Pseudomonas aeruginosa. They have quite similar protein structures but completely different sequences and functions. How could this happen?,0.0335190859899705,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Molecular Microbiology
"Under age girl going through labor about to give birth to her second child asks to have a permanent contraceptive method against her parents will, what do you do?",0.0068418304696114,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Family medicine
"Patient that claims to be a jehovahs Witness in critical condition that urgently requires a blood transfusion but has not given his consent, what do you do?",0.0315102198523291,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Family medicine
What's the best test for screening of diabetes mellitus type 2?,0.1091843486809132,['Directed question that has a single unambiguous answer'],medical profesional based in family medicine
Is serum antibody related to hashimoto's thiroiditis?,0.0793718716244932,['Directed question that has a single unambiguous answer'],medical profesional based in family medicine
"A kid refuses to brush his teeth and the parents feel helpless, how could I motivate the child to brush their teeth?",0.0811708936433716,['Question that describes a hypothetical scenario and asks a question based on this scenario'],dentist
Do cavities have a genetic cause?,0.1357770312047642,['Open-ended question that is potentially ambiguous'],dentist
I have a patient with abdominal pain for 3 days. What is the protocol I should choose when the patient arrive to the CT scan?,0.0440645159506302,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Radiology
I have a patient with a kidney stone. Should the patient do an ultrasound or a CT scan?,0.0037188555633368,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Radiology
"Supose there is a 28yo male patient who presents with blood vomiting after attending his graduation party, which is the most likely cause of the bleeding? ",0.078642336557874,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Primary care
"Supose there is female 30yo patient who is pregnant of 32 weeks, she presents with moderate transvaginal bleeding and no other symptoms, what would be the best initial course of action to address this patient? ",0.1264498597810704,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Primary care
What is the best way to maintain a healthy body weight when you are already eating healthy and exercising but can't find positive results?,0.1598015501021641,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']",Dietician/ Nutritionist 
Why are infant formula brands not necessarily promoted to pregnant and lactating women?,0.1215769137298716,"['Directed question that has a single unambiguous answer', 'Open-ended question that is potentially ambiguous', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Dietician/ Nutritionist 
What are auer rods? ,0.040423705081123,['Directed question that has a single unambiguous answer'],Oncology 
What's the difference between lymphocytic and myeloid leukemia? ,0.1016897460464508,['Directed question that has a single unambiguous answer'],Oncology 
A group of patients presenting with diarrhea 6 hours after eating out in a restaurant. The patients reported eating salads and meat. What are the most likely agents causing such disease? ,0.002434034563569,['Directed question that has a single unambiguous answer'],Emergency Medicine
A male with 80 years old presents with chronic cough for the last two years. What should you order to study the patient's condition?,0.0020458834234281,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Emergency Medicine
"There is a 3 years old kid, that was playing in the yard and fell from 2 meters, what would you do?",0.0121687936291,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Paediatrics
"You have a 2 years old kid that hasn't reached his normal height, and he has a gasometry with metabolic acidosis, what else would you ask for if you are suspecting of renal tubular acidosis ?",0.0186405326583455,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Paediatrics
"A patient comes in with frequent asthmatic episodes, what should be monitored in such a patient?",0.0265187025165756,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacist
What are the steps in a cranial nerve exam?,0.0107416154306601,['Open-ended question that is potentially ambiguous'],Pharmacist
"If a doctor walking down the street sees a person collapse on the ground, what should he do?",0.0961627726599182,['Question that describes a hypothetical scenario and asks a question based on this scenario'],General medicine
"If an obese patient who wants to lose weight goes to the doctor's office, what would be the first steps to follow?",0.1079415798223957,['Question that describes a hypothetical scenario and asks a question based on this scenario'],General medicine
"A patient presents with low platelet count. All investigations done are inconclusive, what is the next step?",0.0247717066273285,['Question that describes a hypothetical scenario and asks a question based on this scenario'],acute medicine
Imagine a patient presents with high grade fever. All the investigations done are negative and we are unable to find the cause of the fever. What could it be?,0.0030059159696984,['Question that describes a hypothetical scenario and asks a question based on this scenario'],acute medicine
Can babies under 3 take lactulose?,0.1087656903839355,['Directed question that has a single unambiguous answer'],Pharmacist
With hypertension can you take oral anti inflammatory?,0.1364785252476607,['Directed question that has a single unambiguous answer'],Pharmacist
Can you summarize the standard procedure to treat a recurrent eczema on children? ,0.0895902926484624,['Summarization of information on a topic'],Medical Primary Care 
"A 12 years old male patient is taken to the office by his mother. He was bitten by an animal 20 minutes ago, the mother has no idea what type of animal it was, what is the immediate treatment?",0.1786186163315654,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Medical Primary Care 
"If a 90 year old male has high level of frailty, lives alone and high risk of falls, should he live home alone without a package of care? ",0.0545505380446901,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Dementia 
How does a family living in the north east of England seek support for their own mental health when they have a family member with memory problems but who is declining the diagnostic process for dementia?,0.074955399637308,"['Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Dementia 
Who is the medical technology leader for Image guided therapy and where can I find data that supports that?,0.1024511431080451,"['Directed question that has a single unambiguous answer', 'Request for a list of resources where one can find more information']",Image guided therapy 
Assume I wanted to come up with a new approach for treating heart diseases using image guided therapy system and i want to develop a brand new system. What would be the steps needed to assess the required development steps for such system?,0.0050153226056812,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Image guided therapy 
How can we prevent the next pandemic?,0.0526878605184972,"['Open-ended question that is potentially ambiguous', 'Request for opinion on a topic']",Family medicine 
How can one effectively manage a clinic and also ensure top notch patient care?,0.0478901725650697,['Open-ended question that is potentially ambiguous'],Family medicine 
How would you deal with a situation where you are being threatened physically?,0.0137936117968961,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Support Work
How do you plan on providing the best care possible without being unprofessional?,0.0397216479481646,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Support Work
What type of health supplies require approbation?,0.0724806477501771,['Directed question that has a single unambiguous answer'],Medical devices
To what extent should there be regulations of medical devices?,0.0232980059718959,['Open-ended question that is potentially ambiguous'],Medical devices
"A 45-year-old woman presents to her doctor with a one-month history of fatigue, shortness of breath, and easy bruising. She has no significant past medical history. A blood test reveals anemia, leukopenia, and thrombocytopenia. A bone marrow biopsy is performed and reveals chronic myeloid leukemia (CML). The patient is referred to a hematologist-oncologist for treatment. The hematologist-oncologist discusses the treatment options with the patient, which include tyrosine kinase inhibitors (TKIs), allogeneic stem cell transplantation, and supportive care. The patient decides to undergo treatment with TKIs. What are the advantages and disadvantages of treatment with TKIs for CML?",0.0534918064014739,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Haematology
"A 55-year-old man presents to his doctor with fatigue, shortness of breath, and easy bruising. He has no significant past medical history. A blood test reveals pancytopenia, which is a decrease in all three types of blood cells: red blood cells, white blood cells, and platelets. A bone marrow biopsy is performed and reveals acute myeloid leukemia (AML). The patient receives six cycles of chemotherapy over the course of six months. The chemotherapy is successful in shrinking the leukemia cells, but the patient develops a number of side effects, including fatigue, nausea, vomiting, and hair loss. After the chemotherapy is completed, the patient undergoes a stem cell transplant. The stem cells are donated by a matched sibling. The transplant is successful and the patient is able to go home. What are the potential side effects of chemotherapy and stem cell transplantation for the treatment of AML?",0.1113050787331632,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Haematology
"A female patient is experiencing recurrent urinary tract infections, she has been treated with cefadroxil for seven days but has not shown improvement. What is the correct course of action?",0.0098768765447971,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Pharmacy field
Describe the pharmacokynetic differences of lansoprazole and omeprazole and make an argument for which one would be better for an elderly female patient with liver issues.,0.0825684558724317,"['Open-ended question that is potentially ambiguous', 'Summarization of information on a topic']",Pharmacy field
What is the average human body temperature?,0.1453240560884474,['Directed question that has a single unambiguous answer'],biomedical science
"There is a spillage in my laboratory, and I just walked in to meet it. I don't know the chemical that was spilled, please direct me on the safest and important actions to take.",0.036487935022782,['Question that describes a hypothetical scenario and asks a question based on this scenario'],biomedical science
36 year old starting medications for mental health issues - which are most like to cause Long QT on an ECG recording?,0.001912515408466,"['Summarization of information on a topic', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information']",Cardiology
"I have a patient who has taken venlafaxine for 10 years and has recently stopped due to side effects and now wants a different kind of medication, except an SNRI. What other medication could I give this patient with less side effects but still efficacious?",0.0910085805217522,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychiatry 
Can you provide me a list of inclusion criteria in a superiority clinical trial to study a new biphosphonate? ,0.174377679555897,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Clinical pharmacology and pharmacovigilance
"30 year old female has an episode of syncope post 2nd COVID vaccine, has a history of palpitations and dizziness - what test would you suggest to be carried out?",0.019717156092725,"['Open-ended question that is potentially ambiguous', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario', 'Request for a list of resources where one can find more information', 'Request for opinion on a topic']",Cardiology
A patient with low IQ has trouble sleeping but does not understand the risks of long term benzodiazepine usage. How can I explain it to her in simple terms and also suggest something different?,0.0160113572803295,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Psychiatry 
Can you provide a list of all the different ADR classifications?,0.0025670722360699,['Summarization of information on a topic'],Clinical pharmacology and pharmacovigilance
Why do people become addicted to heroin?,0.0648098227510726,['Open-ended question that is potentially ambiguous'],Substance misuse 
Can you tell me what I need to get the Industria Verde certification for a company in Ramos Arizpe?,0.0011221618358932,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem']","Occupational Health, Environment and Safety"
"My company, located in Mexico, fired a person that came to work with a level of alcohol in the blood of 0.009. This person is suing the company due to that decision. Can this person win the sue?",0.0130540355228998,['Question that describes a hypothetical scenario and asks a question based on this scenario'],"Occupational Health, Environment and Safety"
What advances have there been in detox methods for people addicted to alcohol over the last 20 years?,0.0432379116660276,['Summarization of information on a topic'],Substance misuse 
"If the peak value in a virus culture occurs before the peak value of its pcr, what does that say about the virus?",0.1145711567550185,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Virology
"In a ventilated, corrected gestation, 28+4 week baby with bidirectional PDA, what is the best way of closing the PDA non-surgically?",0.1175804040254052,"['Summarization of information on a topic', 'Advice or suggestions on how to approach a problem', 'Question that describes a hypothetical scenario and asks a question based on this scenario']",Emergency Paediatrics
How would you help a mom with her breast feeding fatigue?,0.0471109074421647,['Advice or suggestions on how to approach a problem'],psychology
"A patient who is nil by mouth has snuck food in, what are the risk associated if they are due to have an operation in 1 hour?",0.0090478108011271,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Patient Safety
A 52 year old male is seen as an outpatient with skin lesions that are suspicious of cutaneous T cell lymphoma. Biopsies are not diagnostic and he is instead kept under surveillance. At what point would you consider initiating treatment if further biopsies are equivocal? What parameters would be taken into consideration?,0.0380788580132971,['Question that describes a hypothetical scenario and asks a question based on this scenario'],Internal medicine
